Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Date
LEGO The Incredibles,XOne,Action,Warner Bros. Interactive Entertainment,0.19,0.1,,0.03,0.32,15/6/2018
LEGO The Incredibles,PC,Action,Warner Bros. Interactive Entertainment,,,,,,15/6/2018
Shantae and the Pirate's Curse,NS,Action,WayForward,,,,,,20/3/2018
D/Generation HD,NS,Puzzle,West Coast Software,,,,,,27/3/2018
Manifold Garden,PS4,Puzzle,William Chyr Studio,,,,,,30/12/2018
Sea of Thieves,All,Action-Adventure,Xbox Game Studios,,,,,,20/3/2018
State of Decay 2,All,Action-Adventure,Xbox Game Studios,,,,,,22/5/2018
Senran Kagura Reflexions,NS,Adventure,Xseed Games,,,,,,13/9/2018
Senran Kagura: Peach Beach Splash,PC,Action,Xseed Games,,,,,,7/3/2018
Shantae: Half-Genie Hero,NS,Platform,Xseed Games,0.09,0.01,0.01,0.01,0.12,8/5/2018
Red Goddess,WiiU,Misc,Yanim Studio,,,,,,1/1/2018
Red Goddess,PSV,Misc,Yanim Studio,,,,,,1/1/2018
Red Goddess,XOne,Platform,Yanim Studio,,,,,,1/1/2018
The friends of Ringo Ishikawa,PC,Action-Adventure,yeo,,,,,,17/5/2018
Moorhuhn Knights & Castles,NS,Strategy,Young Fun Studio,,,,,,11/1/2018
Samurai Aces,NS,Action,Zerodiv,,,,,,15/2/2018
SOL DIVIDE: Sword of Darkness,NS,Action,Zerodiv,,,,,,22/3/2018
Strikers 1945 II,NS,Action,Zerodiv,,,,,,25/1/2018
TENGAI,NS,Action,Zerodiv,,,,,,29/3/2018
ZERO GUNNER 2,NS,Action,Zerodiv,,,,,,25/1/2018
Aqua Moto Racing Utopia,WiiU,Racing,Zordix AB,,,,,,19/4/2018
